id,name,type_1,type_2,img_url,hp,attack,defense,speed
468,togekiss,fairy,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/468.png,85,50,95,80
469,yanmega,bug,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/469.png,86,76,86,95
470,leafeon,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/470.png,65,110,130,95
471,glaceon,ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/471.png,65,60,110,65
472,gliscor,ground,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/472.png,75,95,125,95
473,mamoswine,ice,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/473.png,110,130,80,80
474,porygon-z,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/474.png,85,80,70,90
475,gallade,psychic,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/475.png,68,125,65,80
476,probopass,rock,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/476.png,60,55,145,40
477,dusknoir,ghost,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/477.png,45,100,135,45
478,froslass,ice,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/478.png,70,80,70,110
479,rotom,electric,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/479.png,50,50,77,91
480,uxie,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/480.png,75,75,130,95
481,mesprit,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/481.png,80,105,105,80
482,azelf,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/482.png,75,125,70,115
483,dialga,steel,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/483.png,100,120,120,90
484,palkia,water,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/484.png,90,120,100,100
485,heatran,fire,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/485.png,91,90,106,77
486,regigigas,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/486.png,110,160,110,100
487,giratina-altered,ghost,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/487.png,150,100,120,90
488,cresselia,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/488.png,120,70,110,85
489,phione,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/489.png,80,80,80,80
490,manaphy,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/490.png,100,100,100,100
491,darkrai,dark,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/491.png,70,90,90,125
492,shaymin-land,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/492.png,100,100,100,100
493,arceus,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png,120,120,120,120
494,victini,psychic,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/494.png,100,100,100,100
495,snivy,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/495.png,45,45,55,63
496,servine,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/496.png,60,60,75,83
497,serperior,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/497.png,75,75,95,113
498,tepig,fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/498.png,65,63,45,45
499,pignite,fire,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/499.png,90,93,55,55
500,emboar,fire,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/500.png,110,123,65,65
501,oshawott,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/501.png,55,55,45,45
502,dewott,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/502.png,75,75,60,60
503,samurott,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/503.png,95,100,85,70
504,patrat,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/504.png,45,55,39,42
505,watchog,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/505.png,60,85,69,77
506,lillipup,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/506.png,45,60,45,55
507,herdier,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/507.png,65,80,65,60
508,stoutland,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/508.png,85,110,90,80
509,purrloin,dark,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/509.png,41,50,37,66
510,liepard,dark,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/510.png,64,88,50,106
511,pansage,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/511.png,50,53,48,64
512,simisage,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/512.png,75,98,63,101
513,pansear,fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/513.png,50,53,48,64
514,simisear,fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/514.png,75,98,63,101
515,panpour,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/515.png,50,53,48,64
516,simipour,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/516.png,75,98,63,101
517,munna,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/517.png,76,25,45,24
518,musharna,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/518.png,116,55,85,29
519,pidove,normal,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/519.png,50,55,50,43
520,tranquill,normal,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/520.png,62,77,62,65
521,unfezant,normal,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/521.png,80,115,80,93
522,blitzle,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/522.png,45,60,32,76
523,zebstrika,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/523.png,75,100,63,116
524,roggenrola,rock,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/524.png,55,75,85,15
525,boldore,rock,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/525.png,70,105,105,20
526,gigalith,rock,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.png,85,135,130,25
527,woobat,psychic,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/527.png,65,45,43,72
528,swoobat,psychic,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/528.png,67,57,55,114
529,drilbur,ground,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/529.png,60,85,40,68
530,excadrill,ground,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/530.png,110,135,60,88
531,audino,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/531.png,103,60,86,50
532,timburr,fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/532.png,75,80,55,35
533,gurdurr,fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/533.png,85,105,85,40
534,conkeldurr,fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/534.png,105,140,95,45
535,tympole,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/535.png,50,50,40,64
536,palpitoad,water,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/536.png,75,65,55,69
537,seismitoad,water,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/537.png,105,95,75,74
538,throh,fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/538.png,120,100,85,45
539,sawk,fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/539.png,75,125,75,85
540,sewaddle,bug,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/540.png,45,53,70,42
541,swadloon,bug,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/541.png,55,63,90,42
542,leavanny,bug,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/542.png,75,103,80,92
543,venipede,bug,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/543.png,30,45,59,57
544,whirlipede,bug,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/544.png,40,55,99,47
545,scolipede,bug,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/545.png,60,100,89,112
546,cottonee,grass,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/546.png,40,27,60,66
547,whimsicott,grass,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/547.png,60,67,85,116
548,petilil,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/548.png,45,35,50,30
549,lilligant,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/549.png,70,60,75,90
550,basculin-red-striped,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/550.png,70,92,65,98
551,sandile,ground,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/551.png,50,72,35,65
552,krokorok,ground,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/552.png,60,82,45,74
553,krookodile,ground,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/553.png,95,117,80,92
554,darumaka,fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/554.png,70,90,45,50
555,darmanitan-standard,fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/555.png,105,140,55,95
556,maractus,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/556.png,75,86,67,60
557,dwebble,bug,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/557.png,50,65,85,55
558,crustle,bug,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/558.png,70,105,125,45
559,scraggy,dark,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/559.png,50,75,70,48
560,scrafty,dark,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/560.png,65,90,115,58
561,sigilyph,psychic,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/561.png,72,58,80,97
562,yamask,ghost,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/562.png,38,30,85,30
563,cofagrigus,ghost,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/563.png,58,50,145,30
564,tirtouga,water,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/564.png,54,78,103,22
565,carracosta,water,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/565.png,74,108,133,32
566,archen,rock,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/566.png,55,112,45,70
567,archeops,rock,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/567.png,75,140,65,110
568,trubbish,poison,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/568.png,50,50,62,65
569,garbodor,poison,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/569.png,80,95,82,75
570,zorua,dark,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/570.png,40,65,40,65
571,zoroark,dark,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/571.png,60,105,60,105
572,minccino,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/572.png,55,50,40,75
573,cinccino,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/573.png,75,95,60,115
574,gothita,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/574.png,45,30,50,45
575,gothorita,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/575.png,60,45,70,55
576,gothitelle,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/576.png,70,55,95,65
577,solosis,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/577.png,45,30,40,20
578,duosion,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/578.png,65,40,50,30
579,reuniclus,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/579.png,110,65,75,30
580,ducklett,water,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/580.png,62,44,50,55
581,swanna,water,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/581.png,75,87,63,98
582,vanillite,ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/582.png,36,50,50,44
583,vanillish,ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/583.png,51,65,65,59
584,vanilluxe,ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/584.png,71,95,85,79
585,deerling,normal,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/585.png,60,60,50,75
586,sawsbuck,normal,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/586.png,80,100,70,95
587,emolga,electric,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/587.png,55,75,60,103
588,karrablast,bug,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/588.png,50,75,45,60
589,escavalier,bug,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/589.png,70,135,105,20
590,foongus,grass,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/590.png,69,55,45,15
591,amoonguss,grass,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/591.png,114,85,70,30
592,frillish,water,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/592.png,55,40,50,40
593,jellicent,water,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/593.png,100,60,70,60
594,alomomola,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/594.png,165,75,80,65
595,joltik,bug,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/595.png,50,47,50,65
596,galvantula,bug,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/596.png,70,77,60,108
597,ferroseed,grass,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/597.png,44,50,91,10
598,ferrothorn,grass,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/598.png,74,94,131,20
599,klink,steel,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/599.png,40,55,70,30
600,klang,steel,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/600.png,60,80,95,50
601,klinklang,steel,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/601.png,60,100,115,90
602,tynamo,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/602.png,35,55,40,60
603,eelektrik,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/603.png,65,85,70,40
604,eelektross,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/604.png,85,115,80,50
605,elgyem,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/605.png,55,55,55,30
606,beheeyem,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/606.png,75,75,75,40
607,litwick,ghost,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/607.png,50,30,55,20
608,lampent,ghost,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/608.png,60,40,60,55
609,chandelure,ghost,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/609.png,60,55,90,80
610,axew,dragon,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/610.png,46,87,60,57
611,fraxure,dragon,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/611.png,66,117,70,67
612,haxorus,dragon,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/612.png,76,147,90,97
613,cubchoo,ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/613.png,55,70,40,40
614,beartic,ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/614.png,95,130,80,50
615,cryogonal,ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/615.png,80,50,50,105
616,shelmet,bug,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/616.png,50,40,85,25
617,accelgor,bug,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/617.png,80,70,40,145
618,stunfisk,ground,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/618.png,109,66,84,32
619,mienfoo,fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/619.png,45,85,50,65
620,mienshao,fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/620.png,65,125,60,105
621,druddigon,dragon,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/621.png,77,120,90,48
622,golett,ground,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/622.png,59,74,50,35
623,golurk,ground,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/623.png,89,124,80,55
624,pawniard,dark,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/624.png,45,85,70,60
625,bisharp,dark,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/625.png,65,125,100,70
626,bouffalant,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/626.png,95,110,95,55
627,rufflet,normal,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/627.png,70,83,50,60
628,braviary,normal,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/628.png,100,123,75,80
629,vullaby,dark,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/629.png,70,55,75,60
630,mandibuzz,dark,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/630.png,110,65,105,80
631,heatmor,fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/631.png,85,97,66,65
632,durant,bug,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/632.png,58,109,112,109
633,deino,dark,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/633.png,52,65,50,38
634,zweilous,dark,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/634.png,72,85,70,58
635,hydreigon,dark,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/635.png,92,105,90,98
636,larvesta,bug,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/636.png,55,85,55,60
637,volcarona,bug,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/637.png,85,60,65,100
638,cobalion,steel,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/638.png,91,90,129,108
639,terrakion,rock,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/639.png,91,129,90,108
640,virizion,grass,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/640.png,91,90,72,108
641,tornadus-incarnate,flying,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/641.png,79,115,70,111
642,thundurus-incarnate,electric,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/642.png,79,115,70,111
643,reshiram,dragon,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/643.png,100,120,100,90
644,zekrom,dragon,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/644.png,100,150,120,90
645,landorus-incarnate,ground,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/645.png,89,125,90,101
646,kyurem,dragon,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/646.png,125,130,90,95
647,keldeo-ordinary,water,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/647.png,91,72,90,108
648,meloetta-aria,normal,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/648.png,100,77,77,90
649,genesect,bug,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/649.png,71,120,95,99
650,chespin,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/650.png,56,61,65,38
651,quilladin,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/651.png,61,78,95,57
652,chesnaught,grass,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/652.png,88,107,122,64
653,fennekin,fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/653.png,40,45,40,60
654,braixen,fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/654.png,59,59,58,73
655,delphox,fire,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/655.png,75,69,72,104
656,froakie,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/656.png,41,56,40,71
657,frogadier,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/657.png,54,63,52,97
658,greninja,water,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/658.png,72,95,67,122
659,bunnelby,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/659.png,38,36,38,57
660,diggersby,normal,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/660.png,85,56,77,78
661,fletchling,normal,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/661.png,45,50,43,62
662,fletchinder,fire,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/662.png,62,73,55,84
663,talonflame,fire,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/663.png,78,81,71,126
664,scatterbug,bug,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/664.png,38,35,40,35
665,spewpa,bug,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/665.png,45,22,60,29
666,vivillon,bug,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/666.png,80,52,50,89
667,litleo,fire,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/667.png,62,50,58,72
668,pyroar,fire,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/668.png,86,68,72,106
669,flabebe,fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/669.png,44,38,39,42
670,floette,fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/670.png,54,45,47,52
671,florges,fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/671.png,78,65,68,75
672,skiddo,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/672.png,66,65,48,52
673,gogoat,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/673.png,123,100,62,68
674,pancham,fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/674.png,67,82,62,43
675,pangoro,fighting,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/675.png,95,124,78,58
676,furfrou,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/676.png,75,80,60,102
677,espurr,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/677.png,62,48,54,68
678,meowstic-male,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/678.png,74,48,76,104
679,honedge,steel,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/679.png,45,80,100,28
680,doublade,steel,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/680.png,59,110,150,35
681,aegislash-shield,steel,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/681.png,60,50,140,60
682,spritzee,fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/682.png,78,52,60,23
683,aromatisse,fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/683.png,101,72,72,29
684,swirlix,fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/684.png,62,48,66,49
685,slurpuff,fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/685.png,82,80,86,72
686,inkay,dark,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/686.png,53,54,53,45
687,malamar,dark,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/687.png,86,92,88,73
688,binacle,rock,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/688.png,42,52,67,50
689,barbaracle,rock,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/689.png,72,105,115,68
690,skrelp,poison,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/690.png,50,60,60,30
691,dragalge,poison,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/691.png,65,75,90,44
692,clauncher,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/692.png,50,53,62,44
693,clawitzer,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/693.png,71,73,88,59
694,helioptile,electric,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/694.png,44,38,33,70
695,heliolisk,electric,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/695.png,62,55,52,109
696,tyrunt,rock,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/696.png,58,89,77,48
697,tyrantrum,rock,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/697.png,82,121,119,71
698,amaura,rock,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/698.png,77,59,50,46
699,aurorus,rock,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/699.png,123,77,72,58
